current_dir,distr,prefix,ESA_q50,ESA_q025,ESA_q975
Towards,Pois,joint_VPSsurface_uSCR,2614.0450587505466,1372.7522797056124,4104.140840738696
Away,Pois,joint_VPSsurface_uSCR,5184.9989501237715,2868.8231512816346,7816.145664437856
Perpendicular,Pois,joint_VPSsurface_uSCR,3079.832162025059,1625.5944074893853,4699.747513230607
