dir,distr,prefix,ESA_q50,ESA_q025,ESA_q975
Towards,Pois,Count_GLM,264.4672867076296,201.8796198014254,338.39135924135746
Away,Pois,Count_GLM,882.6944541481998,674.9894429125557,1135.6782083132694
Perpendicular,Pois,Count_GLM,293.68713214284963,224.69316123604872,379.24969835927993
